Date,Capital Gains,Close,Dividends,High,Low,Open,Stock Splits,Volume
2015-01-02,0.0,94.56114959716797,0.0,95.71858622264641,94.10184734656333,95.31440500782371,0.0,31314600
2015-01-05,0.0,93.174072265625,0.0,94.25802606013463,92.90767606943902,94.1477909763481,0.0,36521300
2015-01-06,0.0,91.92474365234375,0.0,93.46799935195509,91.51137446839601,93.31183828321,0.0,66205500
2015-01-07,0.0,93.10978698730469,0.0,93.33025018618422,92.31059825481813,92.53106846209639,0.0,37577400
2015-01-08,0.0,94.8918685913086,0.0,95.07558672848766,93.7987267524194,93.89977383038719,0.0,40212600
2015-01-09,0.0,94.26720428466797,0.0,95.21336587833613,93.71603593134185,95.18580886234918,0.0,41410100
2015-01-12,0.0,93.28428649902344,0.0,94.55195814143683,93.0454473750687,94.45091108931737,0.0,34129800
2015-01-13,0.0,93.25670623779297,0.0,95.18578089075696,92.50345098578421,94.193686556386,0.0,56162300
2015-01-14,0.0,92.7423095703125,0.0,93.2199878354847,91.92475212517918,92.31975234090396,0.0,51354200
2015-01-15,0.0,91.5389404296875,0.0,93.32102840571753,91.42870536593871,93.17405532911535,0.0,51005400
2015-01-16,0.0,92.61372375488281,0.0,92.73313984051453,91.27256176022875,91.41953486497566,0.0,35362200
2015-01-20,0.0,93.34859466552734,0.0,93.58742679678025,92.12684896117871,93.17405756250714,0.0,30964100
2015-01-21,0.0,93.82626342773438,0.0,94.26719667311299,92.74230983325793,93.07300801519287,0.0,40128800
2015-01-22,0.0,95.56243896484375,0.0,95.66348603526734,93.36697444999896,94.19372002237502,0.0,40887200
2015-01-23,0.0,95.773681640625,0.0,96.06763472204875,95.27763450164849,95.55321157326148,0.0,34783000
2015-01-26,0.0,95.66345977783203,0.0,95.83799685309307,95.17660057673041,95.66345977783203,0.0,19960900
2015-01-27,0.0,93.18325805664062,0.0,94.21209078056867,92.87092883087868,94.15697674418604,0.0,45253200
2015-01-28,0.0,92.70557403564453,0.0,94.78162238247754,92.6872050274411,94.6805753163664,0.0,43591700
2015-01-29,0.0,93.59662628173828,0.0,93.77116340616116,91.82371904482324,92.63208860562908,0.0,46539700
2015-01-30,0.0,92.87090301513672,0.0,94.2304406046357,92.74229896039436,93.51393029724387,0.0,42927600
2015-02-02,0.0,93.67927551269531,0.0,93.76194654088582,91.63078471065795,93.08218127831528,0.0,43624700
2015-02-03,0.0,94.5794906616211,0.0,94.64379267737297,93.40367836879005,94.01914152075723,0.0,30750400
2015-02-04,0.0,94.49684143066406,0.0,95.12149273128955,93.98241817765764,94.1937002829203,0.0,34073200
2015-02-05,0.0,95.31438446044922,0.0,95.37868648133613,94.49682719128937,94.73565926407238,0.0,23605500
2015-02-06,0.0,94.7356948852539,0.0,95.69104456078702,94.39581565065278,95.46139339864148,0.0,34169300
2015-02-09,0.0,94.43254852294922,0.0,94.88266278046788,94.20289739036266,94.36824648616084,0.0,22604700
2015-02-10,0.0,95.90233612060547,0.0,96.03094022334982,94.80919423888055,94.9561743611015,0.0,23686500
2015-02-11,0.0,96.25138854980469,0.0,96.4718516907278,95.82883127620335,96.01254939223979,0.0,20303600
2015-02-12,0.0,97.3720703125,0.0,97.4088153309839,96.72905001002101,96.87602307556092,0.0,22520300
2015-02-13,0.0,98.20803833007812,0.0,98.22640734159687,97.46396370820334,97.6476888653815,0.0,29030200
2015-02-17,0.0,98.29988098144531,0.0,98.36418302361514,97.95999475374934,98.20802192240225,0.0,17675300
2015-02-18,0.0,98.43766021728516,0.0,98.49277424383317,98.05184100626094,98.18044507380367,0.0,15149600
2015-02-19,0.0,98.92451477050781,0.0,98.98881680122173,98.34578948568681,98.37334649765053,0.0,19828100
2015-02-20,0.0,99.58592987060547,0.0,99.64104390492602,98.5479021682548,98.86023138233102,0.0,28336700
2015-02-23,0.0,99.68697357177734,0.0,99.71453759834144,99.31034930950236,99.53081246323399,0.0,17868000
2015-02-24,0.0,99.76045227050781,0.0,99.87987534683354,99.25522397536429,99.5583581490918,0.0,19745000
2015-02-25,0.0,99.51241302490234,0.0,99.99927221936942,99.29194293018901,99.61346006621383,0.0,19472300
2015-02-26,0.0,100.0176773071289,0.0,100.0727983548912,99.33791179084035,99.61349600445884,0.0,22255500
2015-02-27,0.0,99.57671356201172,0.0,100.04520374578087,99.42055250355368,99.98089471282104,0.0,27757600
2015-03-02,0.0,100.47697448730469,0.0,100.5137195144562,99.75127596995618,99.76965198773061,0.0,22988600
2015-03-03,0.0,100.00846862792969,0.0,100.27486475846068,99.37462931706646,100.17381770865941,0.0,20788900
2015-03-04,0.0,99.6226577758789,0.0,99.82475189240381,99.08068447101334,99.67777881300154,0.0,21007400
2015-03-05,0.0,99.79720306396484,0.0,100.10034426361753,99.38383379781803,99.87988112223236,0.0,15381000
2015-03-06,0.0,98.66732025146484,0.0,99.86150198771409,98.41929309280303,99.66859586897529,0.0,30990400
2015-03-09,0.0,98.95205688476562,0.0,99.20007696349423,98.46519772431697,98.86937885292632,0.0,26237100
2015-03-10,0.0,97.1148681640625,0.0,98.27231178810302,97.1148681640625,98.24474776624817,0.0,34234500
2015-03-11,0.0,96.55453491210938,0.0,97.3812804952777,96.51778988525776,97.2618574059106,0.0,25459700
2015-03-12,0.0,97.18833923339844,0.0,97.29856726571583,96.41670796520299,96.48100998685305,0.0,21473200
2015-03-13,0.0,96.76579284667969,0.0,97.48231023026123,96.15951753244424,97.09649102113394,0.0,42021100
2015-03-16,0.0,98.01509094238281,0.0,98.05183596098945,97.0230034735864,97.12405052265574,0.0,25674100
2015-03-17,0.0,98.17125701904297,0.0,98.32741808863581,97.51904872098264,97.7486998262882,0.0,19603800
2015-03-18,0.0,99.13581085205078,0.0,99.58593217072179,97.3996486468832,97.9048840011477,0.0,40622200
2015-03-19,0.0,99.28279113769531,0.0,99.5583683245584,99.089885004372,99.23685810235287,0.0,31314000
2015-03-20,0.0,99.92544555664062,0.248,100.4226337321864,99.90703430177541,100.10038408817952,0.0,31761400
2015-03-23,0.0,99.73206329345703,0.0,100.14638312590156,99.69523377120436,99.87017224577625,0.0,17268500
2015-03-24,0.0,99.37300109863281,0.0,100.18322965217155,99.3545898466381,99.7228710826466,0.0,22445300
2015-03-25,0.0,97.0988540649414,0.0,99.62161771961681,97.0620245267945,99.52954738650763,0.0,41581400
2015-03-26,0.0,96.76738739013672,0.0,97.31981636845933,95.97556994555192,96.29781959753049,0.0,47846300
2015-03-27,0.0,97.15409088134766,0.0,97.3842702169526,96.60166188079896,96.74898002735374,0.0,33878400
2015-03-30,0.0,98.26815032958984,0.0,98.35101150622985,97.74334180399198,97.74334180399198,0.0,30570200
2015-03-31,0.0,97.22775268554688,0.0,98.1945087320481,97.20013228842102,97.99194978710378,0.0,30488100
2015-04-01,0.0,96.7213363647461,0.0,97.24614484270238,96.09524844152509,97.22772656655562,0.0,32970500
2015-04-02,0.0,96.78577423095703,0.0,97.09881464133224,96.47272679606851,96.81339461722386,0.0,19164200
2015-04-06,0.0,97.57758331298828,0.0,97.84458504106456,96.06760108553365,96.21491916607077,0.0,24451100
2015-04-07,0.0,97.411865234375,0.0,98.24050494729833,97.411865234375,97.52234678302423,0.0,19379400
2015-04-08,0.0,98.18527221679688,0.0,98.3233811884365,97.4394936042626,97.44869571772823,0.0,25866900
2015-04-09,0.0,98.80216979980469,0.0,98.83899933421897,97.80780046868092,98.13925222937856,0.0,23114700
2015-04-10,0.0,99.2072525024414,0.0,99.21646163891083,98.54433516690209,98.76530527057754,0.0,17164300
2015-04-13,0.0,98.95864868164062,0.0,99.78728821491315,98.84816013243203,99.28089816952571,0.0,17783500
2015-04-14,0.0,98.67323303222656,0.0,99.1428006397194,98.11159513539528,98.8573806354163,0.0,23755700
2015-04-15,0.0,99.29015350341797,0.0,99.50192158012194,98.8113835825664,98.93107430665036,0.0,21128600
2015-04-16,0.0,99.15203857421875,0.0,99.32697006741597,98.88502974042686,99.02313872680402,0.0,16195300
2015-04-17,0.0,97.605224609375,0.0,98.47069393216728,97.18169557385662,98.2036921468845,0.0,46514000
2015-04-20,0.0,99.06917572021484,0.0,99.24411424736986,98.05638813963806,98.09321767296098,0.0,28945900
2015-04-21,0.0,99.49268341064453,0.0,99.81494000175717,99.37299272148313,99.64000151224045,0.0,22759800
2015-04-22,0.0,100.03590393066406,0.0,100.20163327243279,99.10597778937772,99.7504768826376,0.0,21429200
2015-04-23,0.0,100.41341400146484,0.0,100.86457048000446,99.67684446778333,99.69525572070663,0.0,29473200
2015-04-24,0.0,101.77606964111328,0.0,101.91417861178167,101.30650195064642,101.47223131054567,0.0,32508100
2015-04-27,0.0,101.51824951171875,0.0,102.34689614417768,101.29727239338794,102.15353940951007,0.0,31121300
2015-04-28,0.0,101.3156967163086,0.0,101.7852643401644,100.45942964904826,101.59190759394909,0.0,36849200
2015-04-29,0.0,100.68040466308594,0.0,101.34332204095368,100.12797585636727,100.75406371051866,0.0,34043900
2015-04-30,0.0,99.09678649902344,0.0,100.51469178406205,98.57197799299414,100.10958100584712,0.0,44080500
2015-05-01,0.0,100.40420532226562,0.0,100.4686552400551,99.46506992074576,99.48348819697944,0.0,32874300
2015-05-04,0.0,100.56991577148438,0.0,101.19600357991041,100.51466797768806,100.72643596746266,0.0,23507300
2015-05-05,0.0,98.9310531616211,0.0,100.35816752801789,98.88502151966543,100.17402691116668,0.0,47843300
2015-05-06,0.0,98.24971008300781,0.0,99.3913971944702,97.59600185690785,99.1059771727329,0.0,42687200
2015-05-07,0.0,98.83897399902344,0.0,99.11519192407042,98.14843621091963,98.2220952608673,0.0,29335800
2015-05-08,0.0,100.07276153564453,0.0,100.28452257234744,99.71368236513504,99.86099347442638,0.0,33023300
2015-05-11,0.0,99.68602752685547,0.0,100.33974278516614,99.61237550472627,100.13718391915587,0.0,19679300
2015-05-12,0.0,99.23491668701172,0.0,99.74131404864606,98.33261760112003,99.09680767706452,0.0,33665000
2015-05-13,0.0,99.43745422363281,0.0,100.18323288246542,99.29013610486787,99.66763351581714,0.0,20738400
2015-05-14,0.0,100.8921890258789,0.0,100.97505019928988,99.87940154527355,100.24768279311948,0.0,23904200
2015-05-15,0.0,100.8921890258789,0.0,101.28809768937636,100.64359145661692,101.14998870917687,0.0,23937400
2015-05-18,0.0,101.3341293334961,0.0,101.53668823452087,100.65280059556103,100.72645965493632,0.0,17631100
2015-05-19,0.0,101.22366333007812,0.0,101.6011537745077,101.05793393326339,101.44463351765923,0.0,14212900
2015-05-20,0.0,101.2880859375,0.0,101.89575554555297,100.75406835576207,101.29728805046831,0.0,21131900
2015-05-21,0.0,101.81292724609375,0.0,101.95103625484964,100.96586896168102,101.11318008637559,0.0,16771800
2015-05-22,0.0,101.71161651611328,0.0,102.07990475143949,101.62874832652082,101.69319824086438,0.0,13543800
2015-05-26,0.0,100.54230499267578,0.0,101.62875145686996,100.13719424340125,101.49064951081844,0.0,25488400
2015-05-27,0.0,102.16275787353516,0.0,102.27324644278872,100.62516216345118,100.84613227744502,0.0,30572700
2015-05-28,0.0,101.9325942993164,0.0,102.20881225267446,101.619553841724,101.9694238280651,0.0,17302400
2015-05-29,0.0,101.32494354248047,0.0,102.00627239017473,101.08555507320358,101.86816338772593,0.0,30383000
2015-06-01,0.0,101.66559600830078,0.0,101.94181399025186,100.83694908696265,101.86815492512956,0.0,24570200
2015-06-02,0.0,101.34334564208984,0.0,101.84053379127728,100.79091670671991,101.28810485590735,0.0,19449600
2015-06-03,0.0,101.64717864990234,0.0,102.02466904308271,101.39858107617277,101.80369888550116,0.0,20507200
2015-06-04,0.0,100.87378692626953,0.0,101.72085219589984,100.55153727046675,101.07634585977861,0.0,31374600
2015-06-05,0.0,100.6343765258789,0.0,100.99345561395687,100.01749076282248,100.75406721373368,0.0,22641700
2015-06-08,0.0,99.61239624023438,0.0,100.66201328758389,99.40983733205907,100.58835422560837,0.0,24549200
2015-06-09,0.0,99.44664001464844,0.0,99.80571906419223,98.70085450639273,99.37298097255922,0.0,27554600
2015-06-10,0.0,100.80931854248047,0.0,101.10394774878633,99.67684038445134,99.78732194649456,0.0,30297900
